,year,PLAYER_NAME,POSITION,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,STANDING_REACH,WEIGHT,WINGSPAN
35,2012-13,Fab Melo,C,9.20%,9.00,10.00,6' 10.75'',7' 0'',9' 2'',255.0,7' 2.5''
36,2012-13,Khris Middleton,SF,7.80%,9.00,9.00,6' 6.75'',6' 8.25'',8' 7'',216.2,6' 10.75''
37,2012-13,Darius Miller,SF-SG,7.50%,8.50,8.75,6' 6'',6' 7.5'',8' 5'',233.4,6' 9''
38,2012-13,Quincy Miller,SF,7.80%,9.25,10.25,6' 8.75'',6' 10'',8' 9'',218.7,7' 1.25''
39,2012-13,Tony Mitchell,SG,5.70%,8.50,10.00,6' 5.25'',6' 6.25'',8' 4'',216.4,6' 10''
40,2012-13,Arnett Moultrie,PF,7.70%,9.25,9.25,6' 9.5'',6' 10.75'',8' 10.5'',232.8,7' 2.25''
41,2012-13,Kevin Murphy,SG,5.80%,8.50,8.50,6' 5'',6' 6.25'',8' 3'',194.0,6' 6.75''
42,2012-13,Andrew Nicholson,PF,7.60%,10.00,10.75,6' 8.5'',6' 9.5'',8' 11'',234.0,7' 4''
43,2012-13,Kyle O'Quinn,PF,8.00%,9.50,10.00,6' 8.5'',6' 10'',8' 10.5'',240.8,7' 4.75''
44,2012-13,Miles Plumlee,PF-C,11.40%,9.25,9.00,6' 10.5'',6' 11.75'',8' 9.5'',252.4,7' 0.75''
45,2012-13,Austin Rivers,SG-PG,6.20%,8.50,10.00,6' 3.5'',6' 5'',8' 0.5'',202.8,6' 7.25''
46,2012-13,Thomas Robinson,PF,5.00%,9.75,10.50,6' 7.75'',6' 8.75'',8' 10'',244.2,7' 3.25''
47,2012-13,Terrence Ross,SG-SF,3.20%,8.75,10.25,6' 6'',6' 7'',8' 4.5'',196.6,6' 7.25''
48,2012-13,Tomas Satoransky,PG-SG,5.20%,8.50,9.50,6' 6.5'',6' 7.5'',8' 4'',200.6,6' 7.25''
49,2012-13,Mike Scott,PF,10.60%,8.50,9.00,6' 7.25'',6' 8.75'',8' 8'',240.8,6' 10.75''
50,2012-13,Henry Sims,C-PF,7.70%,9.25,10.00,6' 10'',6' 11.75'',9' 0'',241.2,7' 4''
51,2012-13,Jared Sullinger,PF,10.70%,9.25,9.75,6' 7.75'',6' 9'',8' 9.5'',268.2,7' 1.25''
52,2012-13,Jeff Taylor,SF-SG,4.20%,8.25,9.75,6' 6'',6' 7.25'',8' 5.5'',212.8,6' 6.25''
53,2012-13,Tyshawn Taylor,PG,4.20%,8.75,8.75,6' 2.75'',6' 4'',8' 1.5'',177.0,6' 6.25''
54,2012-13,Jordan Taylor,PG,5.50%,8.25,9.50,6' 1'',6' 2'',7' 8.5'',192.8,6' 3''
55,2012-13,Marquis Teague,PG,6.30%,8.25,7.75,6' 1'',6' 2'',8' 0.5'',179.8,6' 7.25''
56,2012-13,Hollis Thompson,SF,6.00%,8.25,9.75,6' 6.75'',6' 8'',8' 6.5'',206.0,6' 9.5''
57,2012-13,Dion Waiters,SG,8.50%,8.50,9.50,6' 2.5'',6' 4'',8' 2'',221.0,6' 7.25''
58,2012-13,Royce White,PF,10.60%,9.50,11.50,6' 7'',6' 8'',8' 8.5'',260.6,7' 0''
59,2012-13,Tony Wroten,PG,5.20%,8.00,9.00,6' 4.75'',6' 6'',8' 5'',203.2,6' 9''
60,2012-13,Tyler Zeller,PF-C,6.40%,9.00,9.75,6' 11.25'',7' 0.5'',8' 8.5'',247.4,7' 0''
61,2013-14,Steven Adams,C,6.65%,9.50,11.00,6' 10.75'',7' 0'',9' 1.5'',254.5,7' 4.5''
62,2013-14,Vander Blue,SG,4.60%,8.50,9.50,6' 3.5'',6' 5.25'',8' 4.5'',197.4,6' 6''
63,2013-14,Lorenzo Brown,PG,3.95%,8.25,8.50,6' 4'',6' 5.25'',8' 4'',189.2,6' 7''
64,2013-14,Reggie Bullock,SG-SF,6.95%,8.50,9.00,6' 5.75'',6' 7'',8' 6'',199.8,6' 8.75''
65,2013-14,Trey Burke,PG,6.90%,8.25,8.75,5' 11.75'',6' 1.25'',8' 1.5'',187.0,6' 5.5''
66,2013-14,Kentavious Caldwell-Pope,SG,6.45%,8.50,9.00,6' 4.5'',6' 5.5'',8' 4.5'',203.6,6' 8''
67,2013-14,Isaiah Canaan,PG,5.90%,8.25,9.50,5' 11'',6' 0'',7' 10.5'',188.4,6' 4.5''
68,2013-14,Jackie Carmichael,PF,5.80%,9.00,10.25,6' 7.5'',6' 9'',8' 11'',241.2,7' 1.5''
69,2013-14,Michael Carter-Williams,PG,4.40%,7.50,8.50,6' 4.75'',6' 5.75'',8' 5'',184.4,6' 7.25''
70,2013-14,Will Clyburn,SF-SG,6.85%,9.25,10.25,6' 5.75'',6' 7'',8' 9'',210.4,7' 0.25''
71,2013-14,Robert Covington,SF-PF,4.70%,9.00,8.50,6' 6.25'',6' 7.5'',8' 10'',208.6,7' 1.75''
72,2013-14,Allen Crabbe,SG,4.65%,8.25,8.50,6' 5.25'',6' 6.25'',8' 7.5'',197.4,6' 11.25''
73,2013-14,Seth Curry,SG,9.60%,8.00,8.25,6' 1'',6' 3'',8' 1.5'',179.2,6' 4''
74,2013-14,Brandon Davies,PF,8.60%,9.00,11.00,6' 8.5'',6' 10.25'',9' 0.5'',241.8,7' 1.5''
75,2013-14,Dewayne Dedmon,C,8.35%,9.00,11.00,6' 10'',6' 11.5'',9' 1'',238.8,7' 4''
76,2013-14,Gorgui Dieng,C,5.35%,9.00,10.00,6' 9.75'',6' 10.75'',9' 3.5'',229.6,7' 3.5''
77,2013-14,James Ennis,SF,4.50%,8.50,8.75,6' 5.75'',6' 7'',8' 8.5'',200.8,6' 11.5''
78,2013-14,Carrick Felix,SF-SG,3.30%,8.50,9.50,6' 4.75'',6' 6.25'',8' 7.5'',202.6,6' 9.25''
79,2013-14,Jamaal Franklin,SG-SF,8.25%,8.50,8.25,6' 4'',6' 5.25'',8' 7.5'',190.8,6' 11.25''
80,2013-14,Rudy Gobert,C,4.40%,9.75,10.00,7' 0.5'',7' 2'',9' 7'',237.6,7' 8.5''
81,2013-14,Archie Goodwin,SG,4.55%,8.50,9.00,6' 3.75'',6' 5.25'',8' 6'',189.0,6' 9.5''
82,2013-14,Erick Green,PG,4.35%,8.50,9.00,6' 1.5'',6' 3'',8' 2'',178.2,6' 5.75''
83,2013-14,Tim Hardaway Jr.,SG,6.05%,8.00,9.25,6' 4.5'',6' 6.25'',8' 5'',199.4,6' 7''
84,2013-14,Solomon Hill,SF,7.60%,9.00,10.50,6' 5.5'',6' 7'',8' 7'',226.0,6' 9''
85,2013-14,Richard Howell,PF,8.75%,8.75,9.50,6' 6.25'',6' 7.5'',8' 9.5'',249.6,6' 10.25''
86,2013-14,Colton Iverson,C,9.60%,9.25,9.50,6' 10.5'',7' 0'',9' 2'',262.8,7' 2''
87,2013-14,Pierre Jackson,PG,4.50%,7.50,8.25,5' 9.5'',5' 10.5'',7' 6'',176.0,5' 10''
88,2013-14,Grant Jerrett,PF,10.05%,8.50,9.25,6' 8.75'',6' 10.25'',9' 1'',232.0,7' 2''
89,2013-14,Myck Kabongo,PG,6.00%,8.25,9.00,6' 1.25'',6' 2.75'',8' 2'',180.4,6' 6.25''
90,2013-14,Kenny Kadji,PF-C,7.45%,9.00,10.25,6' 8.75'',6' 10'',8' 10.5'',241.6,7' 3''
91,2013-14,Ryan Kelly,PF,14.75%,9.00,10.00,6' 9.75'',6' 11.75'',9' 2'',228.0,6' 11.5''
92,2013-14,Shane Larkin,PG,3.80%,7.50,8.75,5' 10.25'',5' 11.5'',7' 5.5'',170.8,5' 10.75''
93,2013-14,Ricky Ledo,SG,10.25%,8.50,9.25,6' 4.75'',6' 6'',8' 6.5'',197.2,6' 7.25''
94,2013-14,Alex Len,C,6.40%,9.00,10.75,,,,-,7' 3.5''
95,2013-14,CJ Leslie,PF-SF,7.95%,8.75,9.00,6' 7.5'',6' 8.75'',8' 8.5'',209.2,7' 2.25''
96,2013-14,Trevor Mbakwe,PF,5.90%,9.50,11.50,6' 6.75'',6' 8'',8' 10.5'',235.8,7' 4''
97,2013-14,Ray McCallum,PG,7.30%,8.00,8.75,6' 0.25'',6' 1.75'',8' 0.5'',191.4,6' 3.25''
98,2013-14,CJ McCollum,PG-SG,8.60%,8.00,9.50,6' 2.25'',6' 3.25'',8' 0.5'',197.0,6' 6.25''
99,2013-14,Ben McLemore,SG,5.00%,8.75,9.50,6' 3.5'',6' 4.75'',8' 4.5'',189.2,6' 7.75''
100,2013-14,Tony Mitchell,PF-SF,5.55%,9.00,10.00,6' 7.5'',6' 8.75'',8' 10.5'',236.4,7' 2.5''
101,2013-14,Shabazz Muhammad,SF-SG,9.00%,9.00,10.00,6' 4.75'',6' 6.25'',8' 8.5'',221.8,6' 11''
102,2013-14,Erik Murphy,PF,7.95%,8.75,9.75,6' 8.75'',6' 9.5'',9' 0'',239.8,6' 10.5''
103,2013-14,Mike Muscala,C-PF,6.80%,8.50,9.00,6' 10.25'',6' 11.5'',9' 0'',230.2,7' 1''
104,2013-14,Nerlens Noel,C,4.15%,9.50,10.00,6' 10'',6' 11.75'',9' 2'',206.4,7' 3.75''
105,2013-14,Victor Oladipo,SG,6.55%,8.75,9.25,6' 3.25'',6' 4.25'',8' 4.5'',213.2,6' 9.25''
106,2013-14,Kelly Olynyk,PF-C,6.65%,8.50,10.00,6' 10.75'',7' 0'',9' 0'',234.0,6' 9.75''
107,2013-14,Brandon Paul,SG,5.25%,8.50,9.50,6' 2.75'',6' 4'',8' 2'',201.0,6' 10.25''
108,2013-14,Norvel Pelle,PF-C,5.15%,8.75,9.50,6' 9.5'',6' 10.5'',9' 1'',207.2,7' 2.5''
109,2013-14,Mason Plumlee,C-PF,6.15%,9.75,9.50,6' 11.25'',7' 0.5'',9' 0'',238.2,6' 11''
110,2013-14,Otto Porter,SF,6.65%,8.75,9.25,6' 7.5'',6' 8.5'',8' 9.5'',197.6,7' 1.5''
111,2013-14,Phil Pressey,PG,4.70%,7.75,9.75,5' 9.5'',5' 11.5'',7' 8'',177.0,6' 2.25''
112,2013-14,Glen Rice,SF-SG,8.45%,8.50,9.00,6' 4.5'',6' 5.75'',8' 5.5'',210.8,6' 9.25''
113,2013-14,Andre Roberson,PF-SF,7.05%,8.75,9.50,6' 6.25'',6' 7'',8' 8.5'',205.8,6' 11''
114,2013-14,Dennis Schroder,PG,4.10%,8.75,10.50,6' 1'',6' 2'',8' 2'',164.8,6' 7.75''
115,2013-14,Peyton Siva,PG,6.05%,8.00,9.75,5' 11.5'',6' 1'',7' 9'',180.6,6' 3''
116,2013-14,Tony Snell,SF-SG,4.85%,9.00,9.50,6' 6'',6' 7.25'',8' 9.5'',198.2,6' 11.5''
117,2013-14,James Southerland,SF-PF,8.05%,8.00,9.50,6' 7'',6' 8'',8' 10'',220.6,7' 1''
118,2013-14,Deshaun Thomas,SF,9.10%,8.00,8.75,6' 5'',6' 7'',8' 8'',219.8,6' 10''
119,2013-14,Adonis Thomas,SF,7.50%,9.25,9.50,6' 4.75'',6' 5.75'',8' 3'',231.8,7' 1''
120,2013-14,Jeff Withey,C,8.65%,9.00,9.75,6' 10.75'',7' 0.5'',9' 2.5'',221.8,7' 2''
121,2013-14,Nate Wolters,PG,5.50%,8.25,8.75,6' 3.5'',6' 4.75'',8' 2'',196.4,6' 3.75''
122,2013-14,BJ Young,SG-PG,4.70%,8.50,9.50,6' 2.25'',6' 3.5'',8' 3'',178.8,6' 8.25''
123,2013-14,Cody Zeller,C-PF,4.75%,8.50,10.50,6' 10.75'',7' 0.25'',8' 10'',230.0,6' 10.75''
124,2014-15,Jordan Adams,SG,10.80%,8.50,7.50,6' 3.5'',6' 4.75'',8' 6'',208.8,6' 10''
125,2014-15,Kyle Anderson,SF,13.35%,8.25,8.75,6' 7.5'',6' 8.5'',8' 11.5'',230.1,7' 2.75''
126,2014-15,Thanasis Antetokounmpo,SF,6.05%,9.00,9.75,6' 5.25'',6' 6.25'',8' 8.5'',205.2,7' 0''
127,2014-15,Jordan Bachynski,PF,7.45%,9.25,10.00,7' 1.25'',7' 2'',9' 0.5'',254.1,7' 4''
128,2014-15,Cameron Bairstow,PF,8.70%,8.75,9.00,6' 8.75'',6' 9.75'',8' 11'',252.4,7' 0.75''
129,2014-15,Khem Birch,PF,6.00%,9.00,8.50,6' 7.5'',6' 9.25'',8' 11'',208.8,7' 1''
130,2014-15,Markel Brown,SG,4.20%,8.25,9.75,6' 2.5'',6' 3.5'',8' 4'',184.4,6' 8.75''
131,2014-15,Jabari Brown,SG,6.05%,9.00,9.25,6' 3'',6' 4.25'',8' 4'',201.9,6' 8.25''
132,2014-15,Alec Brown,PF,7.70%,9.25,8.75,7' 0.25'',7' 1.25'',9' 1'',231.2,7' 1.5''
133,2014-15,Deonte Burton,PG,7.65%,8.25,8.00,6' 0'',6' 1.25'',8' 1.5'',192.8,6' 7''
134,2014-15,Semaj Christon,PG,5.25%,8.50,8.25,6' 1.5'',6' 3.25'',8' 3'',186.0,6' 6.5''
135,2014-15,Jordan Clarkson,PG,4.30%,8.25,9.00,6' 3.25'',6' 5'',8' 2'',186.3,6' 8''
136,2014-15,Aaron Craft,PG,6.10%,7.75,8.50,6' 0.75'',6' 1.75'',7' 10.5'',191.6,6' 2''
137,2014-15,DeAndre Daniels,SF,3.85%,9.25,10.50,6' 7.25'',6' 8.5'',8' 10.5'',196.0,7' 2''
138,2014-15,Spencer Dinwiddie,PG,5.35%,8.25,9.00,6' 4.5'',6' 6'',8' 7'',204.9,6' 8.25''
139,2014-15,Cleanthony Early,SF,4.45%,8.50,9.00,6' 6'',6' 7.25'',8' 5.5'',209.4,6' 10.75''
140,2014-15,Melvin Ejim,SF,6.45%,8.75,9.25,6' 5.25'',6' 7'',8' 7.5'',218.5,6' 11.25''
141,2014-15,Tyler Ennis,PG,6.20%,8.25,8.75,6' 1'',6' 2.5'',8' 2'',181.5,6' 7.25''
142,2014-15,Dante Exum,SG,6.40%,8.50,9.50,6' 4.5'',6' 6'',8' 7'',196.3,6' 9.5''
143,2014-15,C.J. Fair,SF,5.05%,9.00,9.00,6' 6.5'',6' 8'',8' 8'',218.1,6' 9.5''
144,2014-15,Aaron Gordon,PF,5.05%,8.75,10.50,6' 7.5'',6' 8.75'',8' 9'',220.1,6' 11.75''
145,2014-15,Jerami Grant,SF,3.75%,9.25,9.25,6' 6.5'',6' 7.75'',8' 11'',214.0,7' 2.75''
146,2014-15,P.J. Hairston,SG,8.20%,8.75,9.75,6' 4.25'',6' 5.25'',8' 5'',228.8,6' 9''
147,2014-15,Gary Harris,SG,4.55%,8.50,9.50,6' 2.5'',6' 4.5'',8' 0'',204.8,6' 6.75''
148,2014-15,Joe Harris,SG,6.20%,8.50,9.75,6' 4.75'',6' 6.25'',8' 4'',215.0,6' 6''
149,2014-15,Rodney Hood,SF,7.45%,8.50,8.50,6' 7.25'',6' 8.5'',8' 7'',208.2,6' 8.5''
150,2014-15,Cory Jefferson,PF,5.25%,8.75,9.75,6' 7.75'',6' 9'',8' 9'',218.4,7' 0.5''
151,2014-15,Nick Johnson,SG,6.05%,8.75,9.75,6' 1.5'',6' 3'',8' 0.5'',198.0,6' 7.25''
152,2014-15,Sean Kilpatrick,SG,9.20%,9.00,9.00,6' 2.5'',6' 4.25'',8' 3'',218.7,6' 7''
153,2014-15,Alex Kirk,PF,13.60%,9.25,10.50,6' 9.25'',6' 10.75'',9' 1.5'',252.0,7' 3.5''
154,2014-15,Zach LaVine,PG,4.70%,8.25,8.75,6' 4.5'',6' 5.75'',8' 4'',180.9,6' 8.25''
155,2014-15,Devyn Marble,SG,6.90%,8.25,8.50,6' 5'',6' 6.5'',8' 6'',192.4,6' 9''
156,2014-15,James McAdoo,PF,6.15%,9.25,9.00,6' 7.5'',6' 8.75'',8' 10.5'',227.6,7' 2.25''
157,2014-15,K.J. McDaniels,SF,4.45%,8.75,9.75,6' 4.5'',6' 6'',8' 6'',195.6,6' 11.25''
158,2014-15,Doug McDermott,SF,7.10%,8.75,9.75,6' 6.25'',6' 7.75'',8' 7'',218.0,6' 9.25''
159,2014-15,Jordan McRae,SG,5.20%,8.75,8.50,6' 3.75'',6' 5.25'',8' 8'',179.4,7' 0.5''
160,2014-15,Shabazz Napier,PG,7.35%,8.25,8.50,5' 11'',6' 1'',7' 9'',175.2,6' 3.25''
161,2014-15,Johnny O?Bryant III,PF,10.75%,9.25,9.50,6' 7.25'',6' 8.5'',8' 9'',256.8,7' 2.25''
162,2014-15,Lamar Patterson,SG,10.75%,9.00,9.25,6' 4'',6' 5.25'',8' 5'',226.0,6' 11''
163,2014-15,Adreian Payne,PF,7.55%,9.25,9.50,6' 9'',6' 9.75'',9' 1'',238.5,7' 4''
164,2014-15,Elfrid Payton,PG,5.65%,8.75,9.00,6' 2.5'',6' 3.75'',8' 2.5'',185.4,6' 8''
165,2014-15,Dwight Powell,PF,6.20%,9.00,9.25,6' 9.5'',6' 11'',8' 9'',234.4,7' 0.5''
166,2014-15,Julius Randle,PF,9.40%,8.75,8.25,6' 7.75'',6' 9'',8' 9.5'',249.7,7' 0''
167,2014-15,Glenn Robinson III,SF,5.05%,9.00,9.50,6' 5.5'',6' 6.75'',8' 4.5'',211.4,6' 10''
168,2014-15,LaQuinton Ross,SF,16.30%,8.75,9.75,6' 6.5'',6' 7.5'',8' 10'',238.7,7' 1.75''
169,2014-15,Marcus Smart,PG,10.55%,9.00,8.75,6' 2'',6' 3.25'',8' 3'',227.2,6' 9.25''
170,2014-15,Russ Smith,PG,3.50%,8.25,8.50,5' 11.5'',6' 0.75'',7' 11'',160.0,6' 3.5''
171,2014-15,Nik Stauskas,SG,12.05%,8.50,8.50,6' 5.25'',6' 6.5'',8' 6'',206.9,6' 7.75''
172,2014-15,Jarnell Stokes,PF,8.20%,9.75,10.50,6' 7'',6' 8.5'',8' 7.5'',262.8,7' 1.25''
173,2014-15,Xavier Thames,PG,6.40%,8.25,9.00,6' 2.25'',6' 3.5'',8' 0'',187.0,6' 4''
174,2014-15,Noah Vonleh,PF,7.30%,9.75,11.75,6' 8'',6' 9.5'',9' 0'',247.1,7' 4.25''
175,2014-15,T.J. Warren,SF,7.95%,8.75,9.00,6' 7'',6' 8.25'',8' 8'',220.2,6' 10.25''
176,2014-15,C.J. Wilcox,SG,6.50%,8.75,9.00,6' 3.5'',6' 5'',8' 4.5'',201.0,6' 9.75''
177,2014-15,Kendall Williams,PG,7.20%,8.00,7.75,6' 2.25'',6' 3.75'',8' 3'',183.0,6' 5.5''
178,2014-15,James Young,SG,5.10%,9.00,9.50,6' 5.25'',6' 6.75'',8' 8'',213.3,7' 0''
179,2014-15,Patric Young,PF,5.45%,9.25,9.50,6' 8.5'',6' 10'',8' 7.5'',246.8,7' 1.75''
180,2015-16,Cliff Alexander,PF-C,5.80%,9.50,10.25,6' 7.25'',6' 8.5'',9' 1.5'',239.2,7' 3.5''
181,2015-16,Justin Anderson,SF-SG,5.00%,8.50,9.50,6' 5.25'',6' 6.25'',8' 5'',230.6,6' 11.75''
182,2015-16,Brandon Ashley,PF,8.80%,9.00,9.50,6' 7.25'',6' 8.5'',8' 9'',228.0,7' 3.75''
183,2015-16,Ryan Boatright,PG,6.60%,7.50,8.75,5' 10'',5' 11'',7' 8.5'',169.6,6' 0.5''
184,2015-16,Devin Booker,SG,8.30%,8.75,9.00,6' 4.5'',6' 5.75'',8' 6.5'',205.8,6' 8.25''
185,2015-16,Anthony Brown,SF-SG,6.10%,8.50,9.00,6' 5.75'',6' 7.25'',8' 8.5'',211.0,6' 11''
186,2015-16,Willie Cauley-Stein,C,6.30%,9.50,9.00,6' 11.25'',7' 0.5'',9' 3'',242.4,7' 3''
187,2015-16,Rakeem Christmas,PF-C,9.60%,9.25,9.00,6' 8.25'',6' 9.75'',9' 2.5'',242.6,7' 5.25''
188,2015-16,Pat Connaughton,SG,10.20%,8.50,9.25,6' 4'',6' 5.25'',8' 0'',215.0,6' 8''
189,2015-16,Quinn Cook,PG,6.70%,7.50,8.75,6' 0.25'',6' 2'',8' 0.5'',179.0,6' 4''
190,2015-16,Branden Dawson,PF,5.80%,9.00,8.75,6' 5.5'',6' 6.75'',8' 9'',230.2,6' 11''
191,2015-16,Sam Dekker,SF,7.50%,8.50,9.25,6' 7.75'',6' 9'',8' 10'',218.6,6' 11.5''
192,2015-16,Michael Frazier II,SG,7.40%,8.25,9.25,6' 3.75'',6' 4.25'',8' 5.5'',199.4,6' 8''
193,2015-16,Treveon Graham,SF,5.50%,8.50,8.25,6' 4'',6' 5.75'',8' 7'',219.4,6' 10.5''
194,2015-16,Jerian Grant,PG,5.60%,8.25,8.50,6' 3.25'',6' 4.25'',8' 4'',198.0,6' 7.5''
195,2015-16,Olivier Hanlan,PG-SG,4.30%,8.00,8.75,6' 3.25'',6' 4.25'',8' 4'',185.8,6' 6''
196,2015-16,Montrezl Harrell,PF,11.90%,9.00,9.75,6' 7'',6' 7.5'',9' 1'',253.4,7' 4.25''
197,2015-16,Aaron Harrison,SG,6.00%,8.75,10.00,6' 4.5'',6' 6'',8' 4.5'',209.2,6' 8.25''
198,2015-16,Andrew Harrison,PG,5.90%,8.25,9.25,6' 4.5'',6' 5.5'',8' 4'',213.2,6' 9''
199,2015-16,Tyler Harvey,SG,9.20%,7.75,8.75,6' 2.75'',6' 4'',8' 2.5'',181.4,6' 5.5''
200,2015-16,Corey Hawkins,SG-PG,5.50%,8.75,9.00,6' 0.75'',6' 1.75'',8' 3.5'',191.8,6' 8''
201,2015-16,Rondae Hollis-Jefferson,SF,5.00%,8.75,9.75,6' 5.5'',6' 7'',8' 8'',210.8,7' 2''
202,2015-16,Jonathan Holmes,PF-SF,7.20%,8.25,9.50,6' 8.25'',6' 9.25'',8' 11.5'',242.2,6' 11.5''
203,2015-16,Richaun Holmes,PF,8.80%,8.50,8.50,6' 8.25'',6' 9.5'',9' 0'',242.8,7' 1.5''
204,2015-16,R.J. Hunter,SG,6.00%,8.50,8.25,6' 4.5'',6' 6'',8' 8'',185.0,6' 10.5''
205,2015-16,Vince Hunter,PF,4.60%,9.00,8.75,6' 6.75'',6' 7.5'',8' 8.5'',208.4,6' 11''
206,2015-16,Dakari Johnson,C,14.90%,9.25,10.50,6' 11'',6' 11.75'',9' 4'',264.6,7' 2''
207,2015-16,Stanley Johnson,SF,7.50%,9.00,9.00,6' 5'',6' 6.5'',8' 6'',241.8,6' 11.5''
208,2015-16,Tyus Jones,PG,6.50%,8.25,8.75,6' 0.5'',6' 2'',8' 1'',184.6,6' 5''
209,2015-16,Frank Kaminsky,C-PF,9.40%,8.50,9.50,6' 11.75'',7' 0.75'',9' 1.5'',231.2,6' 11''
210,2015-16,Kevon Looney,PF,11.90%,9.50,9.25,6' 8'',6' 9.25'',9' 2'',222.4,7' 3.5''
211,2015-16,Trey Lyles,PF,12.10%,9.25,10.25,6' 9'',6' 10.25'',9' 0'',241.2,7' 1.5''
212,2015-16,Jarell Martin,PF,10.10%,8.25,9.50,6' 8'',6' 9.25'',8' 10.5'',238.6,6' 9''
213,2015-16,TJ McConnell,PG,7.30%,7.50,7.00,6' 0.5'',6' 2'',8' 0.5'',187.8,6' 2''
214,2015-16,Chris McCullough,PF,6.20%,8.75,8.75,6' 8.25'',6' 9'',9' 1'',199.0,7' 3.25''
215,2015-16,Jordan Mickey,PF,7.20%,8.75,9.50,6' 7'',6' 8.25'',8' 10'',238.0,7' 3.25''
216,2015-16,Larry Nance,PF,6.40%,9.00,9.75,6' 7.5'',6' 8.5'',9' 0'',226.6,7' 1.5''
217,2015-16,Kelly Oubre,SF-SG,5.70%,9.00,8.75,6' 5.75'',6' 6.75'',8' 6.5'',202.8,7' 2.25''
218,2015-16,Cameron Payne,PG,6.30%,8.50,8.25,6' 0.75'',6' 1.5'',8' 1.5'',182.8,6' 7.25''
219,2015-16,Terran Petteway,SG,4.90%,8.25,8.25,6' 4.75'',6' 6'',8' 8.5'',209.2,6' 11.25''
220,2015-16,Bobby Portis,PF,8.90%,9.50,9.25,6' 9.5'',6' 10.5'',9' 0.5'',246.2,7' 2''
221,2015-16,Norman Powell,SG,6.40%,9.25,9.00,6' 3'',6' 4.25'',8' 6.5'',215.4,6' 10.75''
222,2015-16,Michael Qualls,SG-SF,4.00%,9.00,10.25,6' 4'',6' 5'',8' 8.5'',201.4,7' 0.25''
223,2015-16,Chasson Randle,PG,4.50%,8.50,9.50,6' 0.25'',6' 1.5'',8' 0.5'',178.8,6' 7''
224,2015-16,Terry Rozier,PG-SG,5.60%,8.25,8.50,6' 0.5'',6' 2.25'',8' 2.5'',190.2,6' 8.25''
225,2015-16,D?Angelo Russell,PG-SG,8.30%,8.75,9.75,6' 3.25'',6' 5'',8' 6'',193.4,6' 9.75''
226,2015-16,Keifer Sykes,PG,5.00%,8.50,9.50,5' 10.5'',5' 11.75'',7' 9'',167.2,6' 2''
227,2015-16,Marcus Thornton,PG-SG,5.30%,8.25,8.50,6' 1.75'',6' 2.75'',8' 1.5'',177.4,6' 7.75''
228,2015-16,J.P. Tokoto,SF-SG,4.10%,8.00,8.75,6' 5.25'',6' 6.25'',8' 4.5'',195.8,6' 10''
229,2015-16,Myles Turner,C-PF,9.30%,9.25,9.25,6' 9.75'',6' 11.5'',9' 4'',238.6,7' 4''
230,2015-16,Robert Upshaw,C,12.50%,10.00,11.00,6' 10.75'',7' 0'',9' 5'',258.2,7' 5.5''
231,2015-16,Rashad Vaughn,SG,6.20%,8.00,8.50,6' 3.75'',6' 5'',8' 5'',198.6,6' 7''
232,2015-16,Chris Walker,PF,5.10%,9.00,9.00,6' 8.75'',6' 9.25'',9' 0'',208.0,7' 2.75''
233,2015-16,Dez Wells,SG,8.10%,8.75,9.75,6' 3'',6' 4'',8' 4.5'',208.8,6' 9.5''
234,2015-16,Alan Williams,PF,12.00%,8.50,9.50,6' 7.25'',6' 8.25'',8' 10.5'',261.4,7' 1.75''
235,2015-16,Justise Winslow,SF,5.30%,8.50,9.25,6' 4.5'',6' 6.5'',8' 8.5'',221.8,6' 10.25''
236,2015-16,Christian Wood,PF,14.70%,9.25,10.75,6' 9.25'',6' 10.5'',9' 3.5'',216.0,7' 3.25''
237,2015-16,Delon Wright,PG,6.60%,8.00,8.50,6' 4.25'',6' 5.5'',8' 5.5'',181.4,6' 7.5''
238,2016-17,Ron Baker,SG,7.85%,8.75,9.50,6' 3.25'',6' 4.25'',8' 1.5'',212.4,6' 9.75''
239,2016-17,Wade Baldwin IV,PG,5.20%,9.00,9.75,6' 2.5'',6' 4'',8' 4'',201.8,6' 11.25''
240,2016-17,Cat Barber,PG,4.50%,8.00,8.50,6' 1.5'',6' 2.75'',7' 11.5'',173.0,6' 5.5''
241,2016-17,Malik Beasley,SG,6.90%,8.50,9.00,6' 3.5'',6' 4.5'',8' 4.5'',189.8,6' 7''
242,2016-17,DeAndre Bembry,SG-SF,7.00%,8.00,9.25,6' 4.25'',6' 5.75'',8' 5'',206.6,6' 9.25''
243,2016-17,Ben Bentil,PF,9.70%,9.50,10.00,6' 7.25'',6' 8.25'',8' 9'',229.2,7' 1.5''
244,2016-17,Jaron Blossomgame,SF,5.25%,8.50,10.00,6' 6.25'',6' 7.25'',8' 6'',213.6,6' 10''
245,2016-17,Joel Bolomboy,PF,5.15%,9.00,10.25,6' 7.5'',6' 9'',8' 7.5'',224.4,7' 1.75''
246,2016-17,Malcolm Brogdon,SG,5.40%,9.00,10.25,6' 3.75'',6' 5.5'',8' 2'',223.0,6' 10.5''
247,2016-17,Jaylen Brown,SG-SF,5.05%,8.75,9.00,6' 5.25'',6' 6.75'',8' 6.5'',222.8,6' 11.75''
