player_name,season,school_name,conf_abbr,g,gs,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40,obpm,dbpm,bpm,years
Zach LaVine,2013-14,UCLA,Pac-12,37,1,904,14.6,0.545,0.524,0.444,0.236,324.0,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,1.4,1.2,2.5,0.111,1.7,1.2,2.9,1
T.J. Warren,2013-14,NC State,ACC,35,35,1238,31.3,0.574,0.548,0.178,0.347,775.0,10.8,12.7,11.8,8.6,3.1,1.8,9.9,35.5,4.7,1.7,6.5,0.209,9.2,1.6,10.8,2
Adreian Payne,2013-14,Michigan State,Big Ten,31,28,870,25.1,0.607,0.565,0.294,0.39,443.0,6.8,22.9,15.2,10.2,1.0,3.8,13.1,28.9,2.7,1.7,4.3,0.2,5.5,2.0,7.5,8
James Young,2013-14,Kentucky,SEC,40,39,1296,16.6,0.536,0.498,0.522,0.393,527.0,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,3.0,1.7,4.7,0.145,4.2,1.9,6.1,1
Tyler Ennis,2013-14,Syracuse,ACC,34,34,1215,21.3,0.511,0.453,0.236,0.414,480.0,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,3.2,2.2,5.5,0.18,4.8,3.9,8.7,1
Gary Harris,2013-14,Michigan State,Big Ten,35,34,1131,22.5,0.561,0.518,0.505,0.312,542.0,4.0,10.2,7.3,16.8,3.4,1.6,10.3,26.8,3.3,2.0,5.3,0.188,6.6,3.7,10.3,4
Mitch McGary,2013-14,Michigan,Big Ten,8,4,198,26.2,0.572,0.545,0.036,0.436,84.0,15.5,27.1,21.5,12.6,4.9,3.2,16.4,22.5,0.5,0.5,1.0,0.208,3.7,4.9,8.6,2
Jordan Adams,2013-14,UCLA,Pac-12,36,36,1082,28.3,0.603,0.545,0.34,0.441,594.0,7.5,13.1,10.4,14.7,5.0,0.6,9.4,26.5,4.2,2.2,6.4,0.237,7.4,4.1,11.5,2
Rodney Hood,2011-12,Mississippi State,SEC,32,29,1050,15.5,0.535,0.524,0.449,0.143,315.0,3.5,14.4,8.8,11.9,0.8,1.3,8.9,16.8,2.1,0.8,2.9,0.111,3.1,0.4,3.5,2
Rodney Hood,2013-14,Duke,ACC,35,33,1150,20.1,0.59,0.55,0.41,0.328,507.0,2.9,11.7,7.2,13.2,1.3,0.8,10.2,23.8,3.6,1.2,4.9,0.17,6.3,0.9,7.2,2
Shabazz Napier,2013-14,UConn,AAC,40,40,1404,25.5,0.591,0.517,0.433,0.48,745.0,3.4,15.0,9.7,30.8,3.2,1.0,15.8,27.5,4.9,3.1,7.9,0.226,7.5,4.5,12.0,8
P.J. Hairston,2012-13,UNC,ACC,34,14,804,27.1,0.586,0.551,0.61,0.306,437.0,8.4,12.5,10.2,11.2,3.0,1.7,8.4,27.0,3.4,1.2,4.6,0.228,10.1,2.3,12.4,4
C.J. Wilcox,2013-14,Washington,Pac-12,32,31,1116,22.0,0.598,0.556,0.529,0.271,527.0,2.3,10.6,6.4,15.4,1.7,2.8,9.9,24.6,3.6,0.9,4.4,0.159,7.4,1.0,8.4,4
Josh Huestis,2013-14,Stanford,Pac-12,36,36,1266,17.3,0.51,0.488,0.223,0.295,413.0,8.8,18.4,13.7,6.8,1.0,5.9,9.8,18.0,1.9,2.1,4.0,0.126,2.8,2.5,5.3,4
Kyle Anderson,2013-14,UCLA,Pac-12,36,36,1196,24.7,0.566,0.517,0.154,0.493,603.0,4.5,25.5,15.4,34.3,3.1,2.7,19.1,24.1,3.1,2.6,5.6,0.189,6.3,4.5,10.9,4
K.J. McDaniels,2013-14,Clemson,ACC,36,35,1212,28.4,0.566,0.505,0.303,0.402,579.0,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,3.6,3.1,6.7,0.221,7.4,5.6,12.9,3
Joe Harris ,2013-14,Virginia,ACC,37,37,1066,18.7,0.565,0.547,0.533,0.337,407.0,2.7,9.8,6.3,18.1,2.2,0.9,10.9,23.3,2.6,2.4,5.0,0.187,4.5,4.1,8.6,4
Cleanthony Early,2013-14,Wichita State,MVC,36,36,986,26.5,0.627,0.57,0.459,0.464,507.0,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,3.6,2.5,6.1,0.246,6.4,2.6,9.0,2
Jarnell Stokes,2013-14,Tennessee,SEC,37,37,1199,27.6,0.576,0.531,0.0,0.613,575.0,15.3,23.1,19.2,13.7,1.4,2.9,13.7,24.6,4.2,2.6,6.8,0.227,7.1,2.4,9.5,3
Johnny O'Bryant,2013-14,LSU,SEC,34,34,1020,18.7,0.526,0.495,0.007,0.455,507.0,10.8,16.6,13.7,11.5,1.0,2.9,17.8,28.5,1.2,1.5,2.7,0.106,1.1,0.2,1.3,3
DeAndre Daniels,2013-14,UConn,AAC,38,38,1103,20.0,0.559,0.531,0.299,0.222,437.0,6.3,16.9,12.0,3.6,1.4,5.2,11.2,24.2,2.1,2.4,4.4,0.16,3.1,2.5,5.6,3
Spencer Dinwiddie,2013-14,Colorado,Pac-12,17,17,529,24.8,0.667,0.565,0.481,0.908,248.0,1.8,9.6,5.8,26.3,2.9,0.8,13.8,21.0,2.2,0.8,3.1,0.231,6.2,3.9,10.1,3
Jerami Grant,2013-14,Syracuse,ACC,32,20,1005,21.6,0.547,0.496,0.019,0.664,379.0,9.1,17.2,13.0,9.4,1.7,2.5,9.5,21.1,2.8,1.9,4.6,0.185,4.0,2.4,6.4,2
Glenn Robinson III,2013-14,Michigan,Big Ten,37,37,1194,18.9,0.566,0.532,0.29,0.308,450.0,6.0,11.5,8.8,7.6,1.9,1.0,9.7,22.3,2.8,1.4,4.2,0.142,4.2,1.2,5.3,4
Nick Johnson,2013-14,Arizona,Pac-12,38,38,1257,21.5,0.549,0.498,0.357,0.395,573.0,3.0,11.1,7.2,17.6,2.1,2.0,10.2,26.3,3.6,3.1,6.7,0.212,5.8,4.9,10.7,6
Markel Brown,2013-14,Oklahoma State,Big 12,34,34,1201,22.0,0.591,0.541,0.361,0.483,562.0,3.5,12.9,8.4,16.9,1.6,3.1,10.0,23.1,3.7,2.0,5.7,0.191,6.3,2.7,8.9,4
Dwight Powell,2013-14,Stanford,Pac-12,36,36,1167,19.7,0.527,0.475,0.103,0.557,537.0,7.3,17.3,12.5,20.4,2.4,2.8,17.8,26.0,1.8,2.0,3.8,0.131,2.7,3.0,5.7,4
Jordan Clarkson,2011-12,Tulsa,CUSA,31,31,1052,20.4,0.549,0.491,0.299,0.445,490.0,4.2,10.6,7.4,18.9,1.7,1.7,15.1,27.9,2.8,1.3,4.1,0.157,4.0,0.8,4.8,3
Jordan Clarkson,2013-14,Missouri,SEC,35,35,1228,20.2,0.547,0.482,0.244,0.418,605.0,2.9,9.3,6.4,23.3,1.9,0.6,14.3,27.9,3.2,1.2,4.4,0.142,3.8,0.5,4.3,3
Russ Smith,2013-14,Louisville,AAC,37,36,1084,26.2,0.576,0.541,0.376,0.451,662.0,2.9,9.6,6.2,31.6,4.0,0.4,15.2,30.7,3.9,2.9,6.7,0.249,7.2,4.3,11.5,4
Lamar Patterson,2013-14,Pitt,ACC,36,36,1174,24.2,0.569,0.528,0.45,0.382,591.0,3.8,14.4,9.2,29.9,2.8,1.2,14.7,29.1,3.6,2.3,5.9,0.2,8.1,3.2,11.4,5
Cameron Bairstow,2013-14,New Mexico,MWC,34,34,1119,29.0,0.611,0.558,0.007,0.7,627.0,8.5,16.5,12.8,11.8,1.0,4.9,10.7,29.9,4.5,2.0,6.5,0.232,7.2,2.5,9.7,4
Alec Brown,2013-14,Green Bay,Horizon,30,30,909,22.7,0.569,0.536,0.288,0.349,412.0,8.5,12.8,10.8,7.0,1.0,10.9,13.8,26.2,1.9,2.0,3.9,0.17,3.0,1.7,4.7,20
Semaj Christon,2013-14,Xavier,Big East,34,34,1200,19.1,0.544,0.501,0.117,0.56,565.0,1.5,7.4,4.6,25.3,2.3,0.8,14.3,26.9,2.6,1.3,4.0,0.133,3.7,1.5,5.2,2
Roy Devyn Marble,2013-14,Iowa,Big Ten,33,33,995,22.6,0.528,0.479,0.342,0.456,534.0,2.9,8.6,5.9,23.6,3.5,0.8,9.7,28.4,3.0,1.6,4.6,0.187,6.0,3.0,9.0,8
Jordan McRae,2013-14,Tennessee,SEC,37,37,1190,24.0,0.565,0.513,0.439,0.414,623.0,2.6,10.0,6.3,17.6,1.3,3.3,11.2,30.4,4.3,2.0,6.2,0.21,8.1,2.5,10.5,4
Xavier Thames,2009-10,Washington State,Pac-10,31,4,546,10.0,0.475,0.447,0.26,0.298,144.0,2.9,7.1,5.0,14.0,2.6,0.2,16.2,16.6,0.4,0.4,0.8,0.057,,,,4
Xavier Thames,2013-14,San Diego State,MWC,36,36,1126,26.5,0.557,0.478,0.357,0.514,607.0,2.1,8.5,5.3,23.7,3.3,0.5,8.2,28.6,4.7,2.8,7.5,0.267,7.2,5.2,12.4,4
Cory Jefferson,2013-14,Baylor,Big 12,38,38,1103,23.8,0.553,0.519,0.103,0.582,487.0,11.6,21.0,16.4,7.4,0.8,4.7,9.8,24.2,3.3,1.6,4.9,0.179,4.9,1.4,6.3,4
Karl-Anthony Towns,2014-15,Kentucky,SEC,39,39,822,31.4,0.627,0.57,0.031,0.523,391.0,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,3.5,2.9,6.4,0.311,6.6,7.6,14.3,1
D'Angelo Russell,2014-15,Ohio State,Big Ten,35,34,1188,26.6,0.573,0.541,0.449,0.303,671.0,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,4.4,2.4,6.8,0.229,8.6,3.3,11.9,1
Jahlil Okafor,2014-15,Duke,ACC,38,38,1143,30.7,0.641,0.664,0.0,0.462,609.0,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,4.5,2.2,6.7,0.235,7.7,2.7,10.4,3
Willie Cauley-Stein,2014-15,Kentucky,SEC,39,38,1012,23.8,0.588,0.572,0.0,0.542,344.0,11.1,17.3,14.5,7.4,2.9,7.1,13.9,17.8,2.6,3.4,6.0,0.239,5.4,7.1,12.6,6
Stanley Johnson,2014-15,Arizona,Pac-12,38,37,1081,22.5,0.551,0.501,0.297,0.456,509.0,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,2.8,2.9,5.7,0.212,5.0,4.4,9.4,1
Frank Kaminsky,2014-15,Wisconsin,Big Ten,39,39,1311,34.4,0.628,0.59,0.207,0.41,691.0,6.0,25.7,16.1,18.4,1.7,4.5,9.8,28.6,6.9,2.9,9.8,0.299,11.2,5.0,16.2,4
Justise Winslow,2014-15,Duke,ACC,39,39,1135,22.3,0.572,0.551,0.309,0.438,473.0,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,3.1,2.5,5.5,0.196,5.3,4.6,10.0,1
Myles Turner,2014-15,Texas,Big 12,34,7,755,25.5,0.556,0.488,0.241,0.436,310.0,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,1.9,2.1,4.0,0.213,3.4,6.0,9.3,1
Trey Lyles,2014-15,Kentucky,SEC,36,21,828,19.8,0.543,0.496,0.121,0.425,308.0,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,2.1,2.3,4.4,0.213,3.9,4.1,8.0,1
Devin Booker,2014-15,Kentucky,SEC,38,0,816,19.4,0.6,0.571,0.491,0.223,324.0,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,2.7,1.8,4.5,0.219,6.1,3.3,9.4,1
Cameron Payne,2014-15,Murray State,OVC,35,35,1127,30.1,0.573,0.534,0.415,0.315,716.0,2.2,10.6,6.6,40.0,3.6,1.6,12.4,31.5,5.5,1.8,7.3,0.258,8.6,1.3,9.9,2
Kelly Oubre,2014-15,Kansas,Big 12,36,27,756,21.1,0.555,0.512,0.383,0.444,303.0,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,3.4,0.18,4.7,4.1,8.8,1
Terry Rozier,2014-15,Louisville,ACC,36,35,1260,22.1,0.509,0.457,0.301,0.338,591.0,3.8,13.9,8.8,19.7,3.5,0.5,11.6,27.8,3.0,3.0,6.0,0.191,4.8,4.6,9.4,2
Rashad Vaughn,2014-15,UNLV,MWC,23,23,742,20.2,0.547,0.521,0.43,0.299,352.0,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,1.4,1.1,2.5,0.132,4.5,0.1,4.5,1
Sam Dekker,2014-15,Wisconsin,Big Ten,40,40,1239,25.5,0.605,0.586,0.372,0.278,519.0,8.4,14.8,11.7,8.6,1.1,1.5,7.3,23.2,5.1,1.9,7.0,0.225,8.5,1.8,10.4,3
Jerian Grant,2014-15,Notre Dame,ACC,38,38,1408,25.5,0.592,0.536,0.37,0.511,706.0,1.3,8.3,5.1,33.6,2.8,1.4,13.4,24.2,6.1,1.6,7.7,0.218,7.3,1.7,9.0,4
Delon Wright,2014-15,Utah,Pac-12,35,35,1165,29.2,0.619,0.549,0.225,0.565,558.0,4.0,13.7,9.3,33.0,4.0,3.2,14.2,22.8,5.3,3.1,8.4,0.289,8.7,6.9,15.5,2
Justin Anderson,2014-15,Virginia,ACC,26,22,724,23.8,0.61,0.572,0.471,0.371,283.0,3.1,14.4,9.0,14.0,1.6,2.5,10.7,23.3,2.5,1.8,4.4,0.241,7.9,4.8,12.7,3
Bobby Portis,2014-15,Arkansas,SEC,36,36,1076,29.5,0.582,0.552,0.064,0.335,578.0,13.6,20.2,16.8,8.8,2.1,4.8,9.4,26.7,4.2,1.9,6.1,0.227,7.6,1.4,8.9,2
Rondae Hollis-Jefferson,2014-15,Arizona,Pac-12,38,25,1090,21.8,0.573,0.513,0.105,0.745,435.0,9.0,20.1,14.8,10.1,2.4,3.4,13.7,20.5,3.1,2.9,5.9,0.218,4.4,5.0,9.4,2
Tyus Jones,2014-15,Duke,ACC,39,39,1322,20.4,0.575,0.489,0.383,0.5,532.0,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,4.4,2.1,6.5,0.196,6.0,3.3,9.3,1
Jarell Martin,2014-15,LSU,SEC,33,32,1159,21.6,0.565,0.526,0.131,0.511,531.0,9.7,18.1,14.1,10.5,1.9,1.8,15.7,24.8,2.7,2.4,5.1,0.174,3.0,1.6,4.7,4
Larry Nance,2014-15,Wyoming,MWC,31,30,1082,25.3,0.581,0.533,0.117,0.403,472.0,6.0,21.1,14.1,20.0,2.3,4.3,14.0,28.5,2.8,2.6,5.4,0.199,4.0,2.9,7.0,4
R.J. Hunter,2014-15,Georgia State,Sun Belt,35,35,1294,25.8,0.552,0.473,0.51,0.447,667.0,2.8,12.5,7.9,20.3,3.6,3.6,11.0,29.6,4.4,2.5,6.9,0.215,5.7,1.4,7.1,3
Chris McCullough,2014-15,Syracuse,ACC,16,16,450,18.9,0.508,0.482,0.009,0.628,146.0,9.0,18.5,13.8,8.2,3.6,8.5,19.3,20.7,0.3,1.2,1.4,0.126,-0.1,5.3,5.2,1
Kevon Looney,2014-15,UCLA,Pac-12,36,36,1113,21.9,0.532,0.505,0.165,0.458,428.0,12.2,21.0,16.6,9.1,2.5,3.3,10.3,19.7,2.8,2.0,4.8,0.172,4.7,2.3,7.0,2
Montrezl Harrell,2014-15,Louisville,ACC,35,35,1229,24.8,0.588,0.578,0.098,0.508,521.0,10.0,19.1,14.5,9.2,1.6,3.7,12.9,22.3,3.6,3.0,6.6,0.214,5.9,3.6,9.5,3
Jordan Mickey,2014-15,LSU,SEC,31,31,1081,21.7,0.533,0.505,0.024,0.388,454.0,10.5,19.6,15.3,7.6,1.5,9.6,18.4,25.0,1.2,2.6,3.9,0.143,1.2,3.6,4.8,2
Anthony Brown,2014-15,Stanford,Pac-12,37,36,1320,19.5,0.573,0.528,0.439,0.358,523.0,3.8,18.8,11.4,15.2,1.3,0.6,13.1,21.7,3.6,1.7,5.2,0.159,5.5,1.6,7.1,10
Rakeem Christmas,2014-15,Syracuse,ACC,31,31,1064,26.5,0.591,0.552,0.003,0.519,498.0,10.2,19.6,14.9,10.5,1.7,8.5,14.5,25.8,3.0,2.3,5.4,0.203,4.3,3.8,8.1,4
Richaun Holmes,2014-15,Bowling Green State,MAC,31,30,892,30.4,0.625,0.594,0.147,0.522,421.0,11.6,20.9,16.3,7.2,1.5,11.2,14.1,25.6,3.2,2.0,5.1,0.23,5.5,3.2,8.7,3
Darrun Hilliard,2014-15,Villanova,Big East,35,35,1007,23.1,0.576,0.543,0.528,0.267,444.0,2.0,10.7,6.5,15.9,3.8,1.3,8.8,25.2,3.3,2.2,5.5,0.218,5.6,4.4,10.0,8
Josh Richardson,2014-15,Tennessee,SEC,32,32,1162,22.9,0.56,0.519,0.321,0.311,499.0,2.9,13.2,7.8,24.4,3.8,2.0,15.7,25.5,3.2,1.4,4.6,0.159,5.5,2.7,8.3,4
Pat Connaughton,2014-15,Notre Dame,ACC,38,38,1351,19.4,0.615,0.597,0.618,0.18,436.0,4.2,20.4,13.0,7.6,1.3,2.7,10.2,17.7,3.5,1.9,5.4,0.16,6.1,1.5,7.6,4
Olivier Hanlan,2014-15,Boston College,ACC,32,31,1204,22.2,0.553,0.519,0.371,0.292,608.0,2.6,11.5,7.1,29.1,2.1,0.1,13.1,30.1,3.3,1.1,4.4,0.145,6.1,0.3,6.4,3
Joe Young,2012-13,Houston,CUSA,32,30,1048,23.1,0.6,0.54,0.389,0.396,517.0,2.0,10.3,6.2,15.2,1.0,0.0,7.9,24.3,4.4,0.6,5.0,0.191,5.8,-2.3,3.5,4
Joe Young,2014-15,Oregon,Pac-12,36,35,1322,23.2,0.568,0.524,0.431,0.226,701.0,1.7,11.6,6.9,21.3,1.8,0.1,11.7,28.7,4.4,1.2,5.6,0.17,6.5,0.3,6.7,4
Andrew Harrison,2014-15,Kentucky,SEC,39,39,994,18.0,0.531,0.446,0.352,0.596,388.0,1.7,8.1,5.1,26.0,2.5,0.9,15.7,21.4,2.6,2.5,5.1,0.205,3.7,4.7,8.4,2
Marcus Thornton,2014-15,William & Mary,CAA,33,33,1210,21.8,0.605,0.564,0.538,0.324,598.0,1.0,7.9,4.7,17.5,1.1,0.4,12.4,28.5,4.0,0.7,4.7,0.154,4.8,-3.5,1.3,4
Norman Powell,2014-15,UCLA,Pac-12,36,36,1244,19.6,0.54,0.497,0.255,0.362,531.0,1.9,13.3,7.6,12.8,3.2,1.5,12.8,25.3,2.5,1.9,4.4,0.14,3.1,3.2,6.2,8
Dakari Johnson,2014-15,Kentucky,SEC,39,0,635,22.3,0.553,0.506,0.0,0.923,256.0,13.4,19.1,16.5,8.9,1.4,6.1,15.8,22.0,1.6,2.0,3.6,0.229,3.0,5.1,8.2,2
Aaron White,2014-15,Iowa,Big Ten,34,34,1070,29.3,0.633,0.553,0.18,0.726,509.0,7.7,18.5,13.2,10.2,2.6,1.7,8.5,23.5,5.0,2.2,7.2,0.27,8.6,3.6,12.2,8
Tyler Harvey,2014-15,Eastern Washington,Big Sky,32,32,1182,26.9,0.643,0.6,0.606,0.359,664.0,2.0,9.6,5.8,13.9,1.8,0.4,10.0,27.5,5.7,0.4,6.1,0.207,6.9,-2.5,4.4,6
Sir'Dominic Pointer,2014-15,St. John's (NY),Big East,33,32,1143,24.7,0.566,0.527,0.075,0.413,465.0,6.3,17.2,11.9,18.0,3.3,7.4,14.2,21.0,2.8,2.4,5.2,0.18,4.6,5.5,10.1,8
Cady Lalanne,2014-15,UMass,A-10,32,32,929,20.8,0.582,0.558,0.072,0.572,352.0,13.5,23.4,18.5,2.4,1.2,6.4,20.1,21.3,1.4,1.5,2.9,0.126,1.6,0.8,2.4,4
Branden Dawson,2014-15,Michigan State,Big Ten,35,32,1055,23.8,0.533,0.535,0.0,0.306,408.0,11.9,23.5,17.9,12.2,2.5,6.3,14.7,23.4,2.0,2.5,4.4,0.168,4.4,4.2,8.6,8
J.P. Tokoto,2014-15,UNC,ACC,38,34,1106,15.9,0.484,0.45,0.118,0.432,378.0,6.4,14.3,10.6,24.0,2.9,1.3,20.7,17.9,1.4,1.9,3.3,0.118,2.7,4.5,7.2,9
Ben Simmons,2015-16,LSU,SEC,33,32,1151,29.0,0.6,0.561,0.008,0.769,674.0,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,3.9,2.1,6.0,0.207,7.0,3.3,10.3,1
Brandon Ingram,2015-16,Duke,ACC,36,34,1246,22.5,0.552,0.525,0.403,0.351,591.0,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.5,3.4,1.5,4.9,0.157,6.0,2.0,8.0,1
Jaylen Brown,2015-16,California,Pac-12,34,34,939,17.6,0.518,0.471,0.27,0.574,476.0,4.4,16.6,10.8,15.3,1.7,2.2,17.9,31.4,1.0,1.8,2.7,0.117,1.1,2.5,3.6,2
Kris Dunn,2015-16,Providence,Big East,33,32,1088,23.3,0.541,0.499,0.275,0.462,575.0,3.5,14.8,9.0,41.8,4.3,1.9,18.8,28.1,2.2,2.3,4.5,0.166,4.7,5.4,10.1,4
Buddy Hield,2015-16,Oklahoma,Big 12,37,37,1309,28.2,0.665,0.623,0.536,0.333,801.0,4.0,13.1,8.8,12.7,1.8,1.4,14.0,30.2,5.7,1.9,7.6,0.233,10.6,2.2,12.8,4
Jamal Murray,2015-16,Kentucky,SEC,36,36,1267,22.7,0.59,0.559,0.515,0.283,649.0,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.3,4.4,1.7,6.1,0.193,8.1,1.4,9.5,1
Marquese Chriss,2015-16,Washington,Pac-12,34,34,848,21.6,0.585,0.561,0.178,0.382,427.0,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,1.9,1.2,3.1,0.148,2.8,2.2,4.9,1
Jakob Poeltl,2015-16,Utah,Pac-12,36,36,1093,31.1,0.665,0.646,0.0,0.674,596.0,11.9,22.1,17.4,13.9,1.1,5.0,13.7,25.6,4.9,1.9,6.8,0.25,7.6,2.8,10.4,4
Domantas Sabonis,2015-16,Gonzaga,WCC,36,31,1149,29.3,0.654,0.618,0.036,0.499,616.0,11.7,28.3,20.7,11.3,1.1,2.7,16.0,25.5,4.6,2.8,7.5,0.26,5.7,2.5,8.2,2
Taurean Prince,2015-16,Baylor,Big 12,34,34,1040,20.8,0.537,0.493,0.339,0.337,509.0,9.2,14.8,12.0,14.8,2.4,2.7,15.3,28.1,2.4,1.4,3.8,0.148,5.3,1.3,6.6,8
Denzel Valentine,2015-16,Michigan State,Big Ten,31,30,1022,29.7,0.608,0.579,0.527,0.214,622.0,3.0,21.2,12.8,45.8,1.9,0.7,14.8,28.5,5.0,2.2,7.2,0.284,11.3,4.3,15.6,12
Wade Baldwin IV,2015-16,Vanderbilt,SEC,33,30,1002,20.7,0.571,0.492,0.32,0.614,505.0,1.5,11.6,7.0,33.7,2.3,1.0,18.2,25.3,2.7,1.8,4.5,0.179,4.1,3.0,7.1,2
Henry Ellenson,2015-16,Marquette,Big East,33,33,1107,20.9,0.534,0.48,0.239,0.439,536.0,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,2.0,2.0,4.0,0.143,2.8,1.1,3.9,1
Malik Beasley,2015-16,Florida State,ACC,34,33,1014,20.8,0.583,0.541,0.361,0.326,483.0,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.2,2.9,1.1,4.0,0.158,5.2,1.0,6.2,1
Caris LeVert,2015-16,Michigan,Big Ten,15,14,464,28.8,0.636,0.596,0.401,0.42,252.0,2.4,18.9,10.6,33.3,2.0,0.7,11.4,25.6,2.2,0.7,2.8,0.243,8.5,2.9,11.4,4
DeAndre Bembry,2015-16,St. Joseph's,A-10,36,35,1341,22.4,0.539,0.513,0.258,0.358,640.0,4.3,18.0,11.3,24.1,2.2,2.5,11.2,24.4,3.4,2.5,5.8,0.174,4.7,3.4,8.2,3
Malachi Richardson,2015-16,Syracuse,ACC,37,37,1272,13.8,0.51,0.465,0.544,0.381,458.0,1.7,12.1,6.9,12.8,2.0,0.9,14.0,23.2,1.5,1.8,3.3,0.104,1.4,2.1,3.5,3
Brice Johnson,2015-16,UNC,ACC,40,39,1121,33.0,0.649,0.614,0.0,0.423,612.0,11.6,28.7,20.4,9.7,2.2,5.5,12.0,25.0,5.0,2.6,7.6,0.271,8.5,4.2,12.7,8
Pascal Siakam,2015-16,New Mexico State,WAC,34,34,1176,31.6,0.569,0.542,0.029,0.396,650.0,13.4,23.6,18.8,12.1,1.7,6.5,10.0,29.1,4.4,3.4,7.8,0.266,5.5,2.7,8.2,2
Skal Labissiere,2015-16,Kentucky,SEC,36,18,567,18.6,0.54,0.516,0.011,0.326,214.0,7.3,14.7,11.1,3.6,0.9,10.3,13.1,22.2,0.9,1.1,2.0,0.141,-1.3,4.0,2.6,1
Dejounte Murray,2015-16,Washington,Pac-12,34,34,1139,16.8,0.485,0.451,0.243,0.342,565.0,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.8,1.2,1.6,2.8,0.099,1.9,1.8,3.6,1
Damian Jones,2015-16,Vanderbilt,SEC,33,33,866,23.3,0.584,0.59,0.01,0.538,426.0,9.9,17.3,13.9,10.2,0.5,5.9,14.2,26.8,2.0,1.8,3.8,0.175,3.1,3.0,6.2,3
Deyonta Davis,2015-16,Michigan State,Big Ten,35,16,650,23.9,0.601,0.598,0.0,0.191,242.0,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.3,1.7,1.6,3.3,0.204,3.4,4.5,7.8,2
Cheick Diallo,2015-16,Kansas,Big 12,27,1,202,20.5,0.572,0.569,0.0,0.466,74.0,10.4,27.1,19.4,0.9,2.0,11.9,19.4,21.7,0.2,0.6,0.8,0.159,-1.6,5.4,3.7,1
Tyler Ulis,2015-16,Kentucky,SEC,35,35,1288,24.0,0.567,0.497,0.362,0.441,666.0,1.7,7.1,4.6,34.3,2.3,0.3,11.4,23.3,5.4,1.7,7.1,0.221,7.9,2.4,10.3,4
Malcolm Brogdon,2015-16,Virginia,ACC,37,37,1263,25.1,0.585,0.532,0.382,0.31,626.0,2.1,13.4,7.9,19.5,1.8,0.9,8.3,28.4,4.9,2.1,7.0,0.222,8.1,3.2,11.3,4
Chinanu Onuaku,2015-16,Louisville,ACC,31,29,762,26.4,0.62,0.62,0.005,0.253,314.0,13.7,25.8,19.8,12.9,1.9,9.6,20.8,20.5,1.8,2.3,4.2,0.218,4.1,6.3,10.5,2
Patrick McCaw,2015-16,UNLV,MWC,33,32,1113,21.3,0.591,0.56,0.515,0.294,482.0,3.6,12.4,8.0,22.7,3.9,1.2,14.2,20.3,2.7,2.2,5.0,0.179,3.9,3.7,7.6,4
Diamond Stone,2015-16,Maryland,Big Ten,35,22,807,26.7,0.61,0.568,0.0,0.456,407.0,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,2.6,1.5,4.1,0.204,3.8,2.0,5.8,1
Stephen Zimmerman Jr.,2015-16,UNLV,MWC,26,24,680,17.6,0.519,0.488,0.079,0.472,264.0,8.8,26.5,17.7,6.4,1.1,7.5,17.1,21.9,0.5,1.6,2.1,0.122,-0.9,2.3,1.4,1
Isaiah Whitehead,2015-16,Seton Hall,Big East,34,33,1098,20.5,0.511,0.458,0.434,0.383,624.0,1.8,9.8,5.9,33.0,2.1,4.5,16.4,31.6,2.1,2.1,4.2,0.153,6.0,2.9,8.9,6
Demetrius Jackson,2015-16,Notre Dame,ACC,35,35,1259,21.0,0.56,0.514,0.381,0.325,577.0,3.0,8.0,5.6,25.1,2.1,0.8,13.3,24.1,3.8,0.6,4.4,0.141,5.2,0.8,6.1,3
